utc_ts,market,borrow_usd,collateral_usd,book_ltv,liq_10,liq_20,liq_30,capacity_ab_usd,distance_to_capacity
2026-09-23T00:38:44+00:00,SOL,5711031,18645435,0.3063,69854,443491,1207176,2544273,0.46
2026-09-23T00:38:44+00:00,cbDOGE,2358474,7740442,0.3047,253,91049,271688,265886,0.29
2026-09-23T00:38:44+00:00,cbADA,2109282,7699344,0.274,0,121224,265554,241676,0.3
2026-09-23T00:38:44+00:00,cbLTC,860254,2673960,0.3217,55637,232119,329478,255474,0.21
2026-09-23T00:38:44+00:00,JitoSOL,2434021,7837481,0.3106,3162,43334,346013,2544273,
2026-09-23T06:04:11+00:00,cbBTC,1458837656,3295851442,0.4426,5728707,50677899,173769847,13244784,0.11
2026-09-23T06:04:11+00:00,WETH,87601708,214910179,0.4076,1614546,8085769,16861419,19479824,0.33
2026-09-23T06:04:11+00:00,cbETH,12157480,33857931,0.3591,42706,1524897,2225476,2245860,0.31
2026-09-23T06:04:11+00:00,cbXRP,51253963,165063888,0.3105,183221,2694739,8067608,1911408,0.19
2026-09-23T06:04:11+00:00,SOL,5777138,18712666,0.3087,111931,439151,1301222,1649947,0.36
2026-09-23T06:04:11+00:00,cbDOGE,2373239,7836609,0.3028,75858,94915,280326,563078,0.38
2026-09-23T06:04:11+00:00,cbADA,2111807,7693205,0.2745,1136,122851,268314,263544,0.3
2026-09-23T06:04:11+00:00,cbLTC,869857,2722094,0.3196,55637,231876,347723,243402,0.22
2026-09-23T06:04:11+00:00,JitoSOL,2443170,7872484,0.3103,1328,43696,346606,1649947,0.53
2026-09-23T11:43:20+00:00,cbBTC,1459952341,3261273343,0.4477,15927687,60767420,187260912,13579553,0.1
2026-09-23T11:43:20+00:00,WETH,87645276,212130632,0.4132,3268236,8456366,17966906,17134535,0.3
2026-09-23T11:43:20+00:00,cbETH,12169633,33299906,0.3655,330676,1596509,2455291,1491006,0.18
2026-09-23T11:43:20+00:00,cbXRP,51337238,162668707,0.3156,313317,3272381,9197309,938721,0.14
2026-09-23T11:43:20+00:00,SOL,5790175,18470290,0.3135,162438,606904,1427690,1167079,0.27
2026-09-23T11:43:20+00:00,cbDOGE,2383951,7653258,0.3115,77225,96098,305623,206287,0.26
2026-09-23T11:43:20+00:00,cbADA,2116256,7567796,0.2796,33116,127176,273445,255882,0.27
2026-09-23T11:43:20+00:00,cbLTC,873130,2660664,0.3282,60250,261464,355988,203812,0.17
2026-09-23T11:43:20+00:00,JitoSOL,2442829,7730551,0.316,21098,72360,365361,1167079,0.44
2026-09-23T17:05:47+00:00,cbBTC,1462145716,3203864936,0.4564,15352261,75127595,227943780,14282641,0.1
2026-09-23T17:05:47+00:00,WETH,87696322,207118159,0.4234,3790744,9925956,19629000,17459459,0.28
2026-09-23T17:05:47+00:00,cbETH,12208228,32729061,0.373,341263,1622343,2576906,2826261,0.32
2026-09-23T17:05:47+00:00,cbXRP,51417856,153541899,0.3349,1497039,5076448,12328920,2657396,0.14
2026-09-23T17:05:47+00:00,SOL,5817868,18100604,0.3214,248532,796285,1484375,1665070,0.33
2026-09-23T17:05:47+00:00,cbDOGE,2375750,7087710,0.3352,88425,244525,538053,323938,0.26
2026-09-23T17:05:47+00:00,cbADA,2123764,7145074,0.2972,76044,225653,389443,250349,0.22
2026-09-23T17:05:47+00:00,cbLTC,875307,2547898,0.3435,136061,303990,385014,235840,0.15
2026-09-23T17:05:47+00:00,JitoSOL,2474315,7585900,0.3262,57085,139294,425331,1665070,0.51
2026-09-23T19:05:55+00:00,cbBTC,1463254971,3220269836,0.4544,14948032,70844389,213766341,15375909,0.11
2026-09-23T19:05:55+00:00,WETH,87732639,207969799,0.4219,3767583,9134762,19174622,18907016,0.3
2026-09-23T19:05:55+00:00,cbETH,12202726,32728493,0.3728,340705,1608252,2526472,3554950,0.38
2026-09-23T19:05:55+00:00,cbXRP,51489002,153496337,0.3354,1414131,5100391,12265168,2924874,0.15
2026-09-23T19:05:55+00:00,SOL,5800190,18102346,0.3204,248548,776690,1467297,1961859,0.37
2026-09-23T19:05:55+00:00,cbDOGE,2377258,7063644,0.3365,93382,248187,543564,379568,0.26
2026-09-23T19:05:55+00:00,cbADA,2123832,7124449,0.2981,74700,223992,403712,275445,0.22
2026-09-23T19:05:55+00:00,cbLTC,875650,2595801,0.3373,60515,302885,368113,330483,0.26
2026-09-23T19:05:55+00:00,JitoSOL,2482054,7604173,0.3264,57438,140222,467014,1961859,0.58
